1,Item,Page 17-18,Categories,Sub-Categories,Group Item,Group Components,Short Description,Long Description,Origin,CTN,Shipping Length (Inch),Shipping Width (Inch),Shipping Height (Inch),Shipping Volume (CuFt),Shipping Weight (LB),Product Dimension (Inch),Style,Material,Material %1,Material %2,Size,Name,Reference Image,Color,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Summary
327,CM7557D,25,Bedroom,Dressers,,,Dresser,Furniture of America NIKOMEDES Contemporary Dresser,MY,1,62,19.5,40.8,28.5,152.12,,Contemporary,,,,0,NIKOMEDES,CM7557.jpg,Espresso,Contemporary Style,English Dovetail Drawer Construction,Felt-lined Top Drawers,Wood Veneer & Others*,Espresso Finish,,,,,,"With geometric designs and a rich espresso finish, this bedroom set creates a warm and inviting ambience. Top drawers on the matching casegoods, including the hefty dresser, are lined with felt for storing delicate valuables. - -"
343,CM7673D,26,Bedroom,Dressers,,,Dresser,,VN,1,67.3,22.3,38.8,33.6,171.96,"64""W X 19""D X 38""H",Contemporary,"Mirror, Solid Wood, Wood Veneer & Others",,,0,,CM7673.jpg,Champagne,Contemporary Style,3mm Mirror Panel Accents,Crystal-like Acrylic Drawer Pulls,Turned Legs,Solid Wood/Wood Veneer/Others,Silver Finish,,,,,
359,CM7585D,27,Bedroom,Dressers,,,Dresser,,ID,1,58.5,21.6,40,29.3,161.7,"56""W X 19""D X 37""H",Rustic,"Mirror, Solid Wood, Wood Veneer & Others",,,0,,CM7585.jpg,Rustic Natural Tone,Contemporary Style,Felt-Lined Top Drawers,Interlocking Circle Mirror Accents,Full Extension Metal Glides,Solid Wood/Wood Veneer/Others,Rustic Natural Tone Finish,,,,,
379,CM7586D,27,Bedroom,Dressers,,,Dresser,,ID,1,61.5,21.9,39.8,30.9,156.42,"59 1/4""W X 19 1/2""D X 37""H",Transitional,"Mirror, Solid Wood, Wood Veneer & Others",,,0,,CM7586.jpg,Rustic Oak,Transitional Style,Felt-Lined Top Drawers,Tapered legs,5mm Clear Glass Accents,Ring Pulls on Dresser & Chest,Solid Wood/Wood Veneer/Others,Rustic Oak Finish,,,,
399,CM7195D,28,Bedroom,Dressers,,,Dresser,Furniture of America LORAINE Glam Dresser,VN,1,71.3,21.5,40.8,36.1,195.8,"68""W X 18""D X 38""H",Glam,"Solid Wood, Wood Veneer & Others",,,0,LORAINE,CM7195.jpg,Champagne,,,,,,,,,,,
416,CM7101D,29,Bedroom,Dressers,,,Dresser,Furniture of America BRIELLA Glam Dresser,VN,1,63,19.6,40.4,28.9,143,"64""W X 18""D X 37""H",Glam,,,,0,BRIELLA,CM7101.jpg,Silver,Felt-lined Top Drawers,Sandblasted Front Panels on Lower Drawers,Mirror Front Panels on Top Drawers,"Solid Wood, Wood Veneer, Others",Silver Finish,,,,,,This contemporary dresser features mirror inserts on the top drawer front panels and sand-blasted lower panels. It comes equipped with easy pull metal glides and gorgeous crystal-like drawer pull handles. - -
433,CM7282D,30,Bedroom,Dressers,,,Dresser,Furniture of America ADELINE Contemporary Dresser,VN,1,57,21,34.3,23.7,138.6,"54""W X 18""D X 36""H",Contemporary,"Solid Wood, Wood Veneer & Others",,,0,ADELINE,CM7282.jpg,Silver,,,,,,,,,,,
466,CM7295SV-D,31,Bedroom,Dressers,,,Dresser,Furniture of America GOLVA Contemporary Dresser,VN,1,60.6,18.5,41,26.6,151,.,Contemporary,"Mirror, Solid Wood, Wood Veneer & Others",,,0,GOLVA,CM7295SV.jpg,Silver,Contemporary Style,Gold-tinted Mirror in Drawer Panels,Full Extension Drawers,Felt-lined Top Drawers,"Solid Wood, Wood Veneer & Others",Silver Finish,,,,,"Lavish design crafted with modern touches, makes this piece one of kind. Finished in silver, this look will make a welcome addition to any home. - -"
512,CM7288D,33,Bedroom,Dressers,,,Dresser,Furniture of America BRYANT Contemporary Dresser,VN,1,70,21,41.3,35.1,168.3,"67 1/8""W X 18""D X 37 1/4""H",Contemporary,,,,0,BRYANT,CM7288.jpg,Black,Modern Style,Full Extension Drawers,Felt-Lined Top Drawer,"Solid Wood, Wood Veneer & Others",Black Finish,,,,,,Crocodile skin leatherette adorn the front panels of the matching case goods with beautiful mirror accents. Bryant is a manifestation of class and style combined. - -
528,CM7288SV-D,33,Bedroom,Dressers,,,Dresser,Furniture of America BRYANT Contemporary Dresser,VN,1,70,21,41.3,35.1,168.3,"67 1/8""W X 18""D X 37 1/4""H",Contemporary,,,,0,BRYANT,CM7288SV.jpg,Silver,Modern Style,Full Extension Drawers,Felt-Lined Top Drawer,"Solid Wood, Wood Veneer & Others",Silver Finish,,,,,,Crocodile skin leatherette adorn the front panels of the matching case goods with beautiful mirror accents. Bryant is a manifestation of class and style combined. - -
546,CM7979BK-D,34,Bedroom,Dressers,,,Dresser,Furniture of America BELLANOVA Contemporary Dresser,,1,68.9,20.5,42.5,34.7,209,"66""W X 17 1/2""D X 39""H",Contemporary,,,,0,BELLANOVA,CM7979BK.jpg,Black,Contemporary Style,Crocodile-Textured Detail,Felt-lined Top Drawers,Diamond Crusted Bar Pull Handles,"Solid Wood, Wood Veneer, Others",Available in 2 Colors,,,,,"Specifically designed to accentuate a glamorous feel, this bedroom collection brings a combination of class and contemporary style to your bedroom. Crocodile embossed veneer and silver lining panels stand out throughout every piece, including this ma tching dresser. -"
562,CM7979SV-D,35,Bedroom,Dressers,,,Dresser,Furniture of America BELLANOVA Contemporary Dresser,,1,68.9,20.5,42.5,34.7,209,"66""W X 17 1/2""D X 39""H",Contemporary,,,,0,BELLANOVA,CM7979SV.jpg,Silver,Contemporary Style,Crocodile-Textured Detail,Felt-lined Top Drawers,Diamond Crusted Bar Pull Handles,Button Tufted Detail,"Solid Wood, Wood Veneer, Others",Available in 2 Colors,,,,"Specifically designed to accentuate a glamorous feel, this bedroom collection brings a combination of class and contemporary style to your bedroom. Crocodile embossed veneer and silver lining panels stand out throughout every piece, including this ma tching dresser. -"
574,CM7201D,36,Bedroom,Dressers,,,Dresser,Furniture of America CLEMENTINE Contemporary Dresser,MY,1,65.2,19.9,37.5,28.2,180.4,"63""W X 17 3/4""D X 33 7/8""H",Contemporary,,,,0,CLEMENTINE,CM7201.jpg,White,Contemporary Style,Chrome Handles and Feet,Felt-lined Top Drawers,"Solid Wood, Wood Veneer, Others",High Gloss Lacquer Coating,,,,,,"Furnish your bedroom with this stylish bedroom collection for a contemporary look. Taking glam styles into consideration, these pieces are clean-cut and awe-inspiring. This dresser features a smooth white finish with attached chrome legs that resonat e with the style of modern decor. -"
587,CM7292D,37,Bedroom,Dressers,,,Dresser,Furniture of America Rutger Contemporary Dresser,VN,1,61,18.8,39.1,25.9,138.6,"58""W X 15 3/4""D X 36""H",Contemporary,,,,0,Rutger,CM7297.jpg,"White, Black",Contemporary Style,2-Tone Design,English Dovetails,"Solid Wood, Wood Veneer & Others",White & Black,,,,,,"Want to stand out from the rest? These white and black case goods deliver a clean and simple look that is sure to capture attention. Recessed pull handles simplify the exterior of the drawers, while still maintaining the functionality of a standard k nob or handle.  -"
623,CM7068D,38,Bedroom,Dressers,,,Dresser,Furniture of America Gerico II Contemporary Dresser,VN,1,60,18.1,37.8,23.8,136.4,"58""W X 16""D X 35""H",Contemporary,,,,0,Gerico II,CM7068.jpg,Brown Cherry,Contemporary Style,"Solid Wood, Wood Veneer & Others",Available in 2 Finishes,,,,,,,,In search for that sleek and modern look? These case goods bring a contemporary style to anyone looking for clean symmetrical lines. Two finishes are available to deliver that one of a kind look to your bedroom. - -
628,CM7088D,38,Bedroom,Dressers,,,Dresser,Furniture of America Gerico II Contemporary Dresser,VN,1,59.9,18,37.5,23.4,136.4,"58""W X 16""D X 35""H",Contemporary,,,,0,Gerico II,CM7088D+M.jpg,Espresso,Contemporary Style,"Solid Wood, Wood Veneer & Others",Available in 2 Finishes,,,,,,,,In search for that sleek and modern look? These case goods bring a contemporary style to anyone looking for clean symmetrical lines. Two finishes are available to deliver that one of a kind look to your bedroom. - -
697,CM7058D,40,Bedroom,Dressers,,,Dresser,Furniture of America Yorkville Transitional Dresser,VN,1,62.8,20.8,39,29.4,129.8,"60""W X 18""D X 35 1/2""H",Transitional,,,,0,Yorkville,CM7058.jpg,Espresso,Platform Bed,"Solid Wood, Wood Veneer & Others",Espresso Finish,,,,,,,,"These case goods showcase the exemplary features of a contemporary style. As the smooth espresso finish of the solid woods and veneer adds to the updated design, this dresser will certainly be a welcome addition to any home. - -"
747,CM7068GY-D,42,Bedroom,Dressers,,,Dresser,Furniture of America ENRICO I Contemporary Dresser,VN,1,60,18.1,37.8,23.8,136.4,"58""W X 16 1/4""D X 35""H",Contemporary,"Solid Wood, Wood Veneer & Others",,,0,ENRICO I,CM7068GY.jpg,Gray,,,,,,,,,,,
796,CM7652D,44,Bedroom,Dressers,,,Dresser,Furniture of America Laguna Hills Contemporary Dresser,VN,1,66.5,21,40.3,32.5,154,"64""W X 19""D X 42""H",Contemporary,,,,0,Laguna Hills,CM7652L.jpg,Black,Contemporary Style,Chrome Handles,"Solid Wood, Wood Veneer & Others",Black Finish,,,,,,,The sleek black finish and unique chrome handles add elegance and deliver an exquisite feel to any bedroom. - -
857,CM7449D,46,Bedroom,Dressers,,,Dresser,Furniture of America PIONEER Cottage Dresser,VN,1,66.3,19.5,41.3,30.8,151.8,"64""W X 17""D X 38""H",Cottage,,,,0,PIONEER,CM7449.jpg,Burnished Pine,Country Style,Ball Bearing Metal Glide,Felt-lined Top Drawers,"Solid Wood, Wood Veneer & Others",Burnished Pine Finish,,,,,,This burnished pine finish delivers an elegant and traditional style. Complimented with contrasting hardware that make this piece one of a kind. - -
875,CM7351D,47,Bedroom,Dressers,,,Dresser,Furniture of America Loxley Transitional Dresser,VN,1,62.3,21,43.8,33.1,143,"60""W X 18""D X 40 1/8""H",Transitional,,,,0,Loxley,CM7351.jpg,Weathered Oak,Transitional Style,Full Extension Drawers,Felt-Lined Top Drawers,"Solid Wood, Wood Veneer & Others",Weathered Oak Finish,Available in 2 Designs,,,,,"With a weathered oak finish that captures the simplicity and beauty of aged wood, this dresser comes with felt-lined top drawers and full extension drawers for easy accessibility. - -"
895,CM7382D,48,Bedroom,Dressers,,,Dresser,,VN,1,60.5,20.3,39,27.7,104.5,"58""W X 17""D X 35""H",Rustic,"Solid Wood, Wood Veneer & Others",,,0,,CM7382.jpg,Dark Gray Wire-Brushed,Transitional Style,Metal Bar Handles,Solid Wood/Wood Veneer/Others,Dark Gray Wire-Brushed Finish,,,,,,,
916,CM7693D,49,Bedroom,Dressers,,,Dresser,,VN,1,65,21,40.4,31.9,138,"62""W X 18""D X 36""H",Rustic,"Solid Wood, Wood Veneer & Others",,,0,,CM7693.jpg,Black/Oak,Transitional Style,Solid Wood/Wood Veneer/Others,Two-tone Design,Felt-Lined Top Drawers,Black & Oak Finish,,,,,,
932,CM7780D,49,Bedroom,Dressers,,,Dresser,Furniture of America BRADLEY Transitional Dresser,VN,1,60.9,19.6,40.8,28.2,127.6,"58""W X 17""D X 38""H",Transitional,,,,0,BRADLEY,CM7780.jpg,Dark Gray,Transitional Style,Large Chrome Handles,Felt-Lined Top Drawer,"Solid Wood, Wood Veneer & Others",Dark Gray Finish,,,,,,"Displaying a distinctive dark gray finish with simple, but bold features. Allow for an elegant composition, that will compliment any home. - -"
968,CM7792D,51,Bedroom,Dressers,,,Dresser,Furniture of America SNYDER Transitional Dresser,VN,1,60.5,20.5,32.9,23.6,128.7,"58""W X 18""D X 35 7/8""H",Transitional,,,,0,SNYDER,CM7792.jpg,Brown Cherry,Transitional Style,Cabinet on Matching Dresser,Chrome Handles,Center Metal Glides,"Solid Wood, Wood Veneer & Others",Brown Cherry Finish,,,,,Gorgeous lines and sleek bases give this bedroom furniture a distinctive contemporary edge. This transitional style bedroom collection adds modern comfort and stylish elgance to any bedroom settings. - -
978,CM7792EX-D,51,Bedroom,Dressers,,,Dresser,Furniture of America SNYDER Transitional Dresser,VN,1,60.5,20.5,32.9,23.6,128.7,"56""W X 17 1/2""D X 39 3/4""H",Transitional,,,,0,SNYDER,CM7792EX.jpg,Espresso,Transitional Style,Cabinet on Matching Dresser,Nickel Handles,"Solid Wood, Wood Veneer, Others",Available in 2 Finishes,,,,,,"Gorgeous lines and sleek bases give this bedroom furniture a distinctive contemporary edge. With nickel handles and a dark espresso finish, this transitional style dresser adds modern comfort and structure to any bedroom settings. - -"
1091,CM7386A-D,54,Bedroom,Dressers,,,Dresser,,VN,1,61,19.8,31.3,21.8,145.5,"58""W X 17""D X 35 7/8""H",Midcentury Modern,"Solid Wood, Wood Veneer & Others",,,0,,CM7386A.jpg,Oak,Mid-Century Modern Style,Round Tapered Legs,Recessed Drawer Handles,Solid Wood/Wood Veneer/Others,Oak Finish,,,,,,
1131,CM7386GY-D,55,Bedroom,Dressers,,,Dresser,,VN,1,61,19.8,31.3,21.8,145.5,"58""W X 17""D X 35 7/8""H",Midcentury Modern,"Solid Wood, Wood Veneer & Others",,,0,,CM7386GY.jpg,Gray,Mid-Century Modern Style,Round Tapered Legs,Recessed Drawer Handles,Solid Wood/Wood Veneer/Others,Gray Finish,,,,,,
1168,CM7206D,56,Bedroom,Dressers,,,Dresser,Furniture of America EUCLID Contemporary Dresser,VN,1,60.9,19.8,40.4,28.1,173.14,"58""W X 17""D X 35 7/8""H",Contemporary,,,,0,EUCLID,CM7206.jpg,"Silver, Espresso",Contemporary Style,Flat Panels with Trim Detailing,Felt-lined Top Drawers,Slim Drawer Pulls,"Solid Wood, Wood Veneer, Others*",Silver and Espresso Finish,,,,,"Create a sleek modern paradise with this contemporary style bedroom collection. The silver drawer fronts on the dresser are trimmed in a rich espresso finish that provides a striking visual contrast. The clean, linear lines create a serene, minimalis t look designed with a relaxed environment in mind. -"
1196,CM7559D,58,Bedroom,Dressers,,,Dresser,Furniture of America TYCHUS Transitional Dresser,VN,1,60.9,19.9,40,28,182.6,"58""W X 17""D X 36""H",Transitional,,,,0,TYCHUS,CM7559.jpg,Dark Oak,Transitional Style,Gold Accent Drawer Handles and Corners,Felt-lined Top Drawers,"Solid Wood, Wood Veneer, Others*",Dark Oak Finish,,,,,,"An eclectic design with tons of character, this dark oak bedroom collection makes a statement like no other! Rustic, wood grain details provide a warmth to a space that will make even the coldest winters feel cozy. Contrasting gold finished handles,  legs and corner braces add a beautifully chic touch to this matching dresser. -"
1224,CM7263D,60,Bedroom,Dressers,,,Dresser,Furniture of America BRAUNFELS Contemporary Dresser,VN,1,63.1,20.3,40.8,30.1,167.31,"60""W X 17""D X 36""H",Contemporary,,,,0,BRAUNFELS,CM7263.jpg,"Black, Gold",Contemporary Style,Hidden Drawer in  Dresser,English Dovetail Drawer Construction,Felt-lined Top Drawers,"Solid Wood, Wood Veneer, Others*",Black & Gold Finish,,,,,"The bold black finish of this contemporary bedroom collection is highlighted with shimmering gold trim for a high end look that is beyond glamorous! Decorative ring drawer pulls add a touch of sophistication that will have you wanting more. Finish yo ur bedroom collection with the dresser, which feature a hidden drawer to keep valuables tucked safely away. -"
1240,CM7385D,61,Bedroom,Dressers,,,Dresser,,VN,1,65.1,20.5,38,29.4,148.1,"62""W X 17""D X 37 7/8""H",Transitional,"Solid Wood, Wood Veneer & Others",,,0,,CM7385.jpg,Brown Cherry,Transitional Style,Square Metal Drawer Pulls,Felt-Lined Top Drawers,Solid Wood/Wood Veneer/Others,Brown Cherry Finish,,,,,,
1257,CM7616D,62,Bedroom,Dressers,,,Dresser,Furniture of America SAFIRE Contemporary Dresser,VN,1,67.4,20.8,36.8,29.7,178.2,,Contemporary,,,,0,SAFIRE,CM7616.jpg,Brown Cherry,Contemporary Style,Tapered Legs,Curved Wood Panels,Felt-lined Top Drawers,"Solid Wood, Wood Veneer, Others*",Brown Cherry Finish,,,,,The perfect collection to declutter and organize while maintaining style. This brown cherry finished dresser showcases unique geometric woodwork for a modern charm. Silver trim accents and matching silver drawer pulls add a faint glamorous touch to b righten up your room! -
1274,CM7412D,63,Bedroom,Dressers,,,Dresser,Furniture of America WINNIFRED Contemporary Dresser,VN,1,65.8,21.2,41.8,33.7,154,"62""W X 18""D X 38 1/2""H",Contemporary,,,,0,WINNIFRED,CM7412.jpg,Cherry,Contemporary Style,Tapered Legs,Felt-lined Top Drawers,English Dovetail Drawer,"Solid Wood, Wood Veneer, Others*",Cherry Finish,,,,,"Prominently distinguish your sophisticated bedroom from everyone else’s by filling the space with these refined pieces. All will admire the chic case goods’ unique handles and silver-finished accents. Complete with subtly angled legs and plenty of st orage, this elegant dresser features a warm and inviting finish to complete its welcoming atmosphere. -"
1290,CM7481D,64,Bedroom,Dressers,,,Dresser,Furniture of America ARABELLE Transitional Dresser,VN,1,70.9,21.5,39.6,34.9,176.35,"68""W X 20""D X 35 7/8""H",Transitional,,,,0,ARABELLE,CM7481.jpg,Wire-Brushed Black,,"Transitional Style""",Ring Pulls,Felt-lined Top Drawers,"Solid Wood, Wood Veneer, Others*",Wire-Brushed Black Finish,,,,,"Fall asleep better than ever on this handsomely crafted bedroom set. The rich, wire-brushed black finish effortlessly fits into any sleeping environment while paired with minimalistic designs. The dresser showcases small ring drawer pulls for charism atic charm as top drawers come lined with felt for your more delicate items. -"
1306,CM7383D,65,Bedroom,Dressers,,,Dresser,,VN,1,67,21.9,44.3,37.5,180,"64""W X 19""D X 44 1/4""H",Transitional,"Solid Wood, Wood Veneer & Others",,,0,,CM7383.jpg,Brown Cherry,Contemporary Style,Felt-Lined Top Drawers,Hexagon Shaped Drawer Pulls,English Dovetail Drawers,Solid Wood/Wood Veneers/Others,Brown Cherry Finish,,,,,
1323,CM7380D,66,Bedroom,Dressers,,,Dresser,,VN,1,68.8,21,41.3,34.5,160.6,"65""W X 18""D X 40""H",Transitional,"Solid Wood, Wood Veneer & Others",,,0,,CM7380.jpg,Espresso,Transitional Style,Round Metal Knob Handles,Camphorwood Drawers,Felt-Lined Top Drawers,Solid Wood/Wood Veneer/Others,Solid Wood/Wood Veneer/Others,,,,,
1351,CM7682D,67,Bedroom,Dressers,,,Dresser,Furniture of America NORTHVILLE Transitional Dresser,VN,1,68,21,39.5,32.6,156.2,"65 3/8""W X 18""D X 40""H",Transitional,,,,0,NORTHVILLE,CM7683.jpg,Dark Cherry,Transitional Style,,Hidden Drawer,Full Extension Metal Glides,"Solid Wood, Wood Veneer & Others",Cherry Finish,,,,,This stylish bedroom set features a gorgeous storage drawers with a rich wooden natural appeal. - -
1380,CM7138D,68,Bedroom,Dressers,,,Dresser,Furniture of America GAYLE Transitional Dresser,VN,1,66.4,20.5,39.1,30.8,149.6,"65 1/2""W X 18 3/4""D X 36 1/4""H",Transitional,,,,0,GAYLE,CM7138.jpg,Cherry,Transitional Style,Antique Inspired Drawer Pulls,Felt-lined Top Drawers,"Solid Wood, Wood Veneer, Others",Cherry Finish,,,,,,"This transitional dresser will look great in any bedroom space looking to add a bit of pizazz. A cherry finish along with wood carving designs will add character to your room and provide ample storage space for clothes, magazines and other home items . -"
1397,CM7781D,68,Bedroom,Dressers,,,Dresser,Furniture of America CHELSEA Transitional Dresser,VN,1,60.6,19.6,38.8,26.7,125.4,"58""W X 17""D X 36""H",Transitional,,,,0,CHELSEA,CM7781.jpg,Cherry,Transitional Style,USB Outlet in Night Stand,Felt-lined Top Drawers,"Solid Wood, Wood Veneer & Others",Cherry Finish,,,,,,"This transitional design features a natural wood grain appearance, lending a natural air to any bedroom décor. - -"
1413,CM7839D,69,Bedroom,Dressers,,,Dresser,Furniture of America MINERVA Transitional Dresser,ID,1,70.8,22.6,43,39.8,196.9,,Transitional,,,,0,MINERVA,CM7839.jpg,Walnut,Transitional Style,Wood Inlay Design,Felt-lined Top Drawers,"Solid Wood, Wood Veneer, Others*",Walnut Finish,,,,,,"Create a cozy bedroom retreat with this transitional style collection that boasts a harvest brown finish. Decorative ring carvings are complemented with lavish molded trim details and bracket style feet for a design that exudes elegance. The matching  dresser feature felt-lined top drawers, lovely hardware and ample storage so keeping a relaxed, clutter-free space becomes second nature. -"
1429,CM7129D,70,Bedroom,Dressers,,,Dresser,Furniture of America Syracuse Traditional Dresser,VN,1,66.3,20.3,38.3,29.7,176,"64""W X 17 3/8""D X 39""H",Traditional,,,,0,Syracuse,CM7129.jpg,Dark Walnut,Transitional Style,Sturdy Fluted Posts,Antique Brass Handles w/ Acrylic Accent,Ball Bearing Metal Glides,Dark Walnut Finish,,,,,,Take your bedroom set to the next level. These beautifully decorated case goods are finished in a stunning dark walnut finish. Antique brass handles with acrylic accents complete the overall luxurious look and feel.  - -
1446,CM7260D,71,Bedroom,Dressers,,,Dresser,Furniture of America Mandura Traditional Dresser,VN,1,65.3,18.3,37,25.5,126.5,"63""W X 15 1/2""D X 34""H",Traditional,,,,0,Mandura,CM7260.jpg,Cherry,Luxurious English Style,Hidden Top Drawer,Intricate Accents,"Solid Wood, Wood Veneer & Others",Cherry Finish,,,,,,Exquisite design detail and luxurious English styling makes these case goods an essential piece in that ultimate classic bedroom. An optional lingerie chest with a jewelry case on top completes this wonderful suite finished in cherry. - -
1460,CM7267D,71,Bedroom,Dressers,,,Dresser,Furniture of America Monte Vista I Traditional Dresser,VN,1,67,22.5,42.8,37.3,178.57,"63""W X 20 1/8""D X 37 7/8""H",Traditional,,,,0,Monte Vista I,CM7267.jpg,Dark Walnut,Luxurious Design,Antique Brass Handles,Dark Walnut Finish,,,,,,,,"The dark walnut finish and antique brass handles complement one another, creating an overall harmonious feel. Elegant floral accents and bracket feet will visually enhance any bedroom setting. - -"
1480,CM7571D,72,Bedroom,Dressers,,,Dresser,Furniture of America Tuscan II Traditional Dresser,VN,1,67,20.3,36.6,28.8,123.2,"64""W X 17""D X 33 1/4""H",Traditional,,,,0,Tuscan II,CM7571.jpg,Glossy Dark Pine,Traditional Style,Antique Gold Handles,"Solid Wood, Wood Veneer & Others",Glossy Dark Pine Finish,,,,,,,"Bring a dramatic feel to your bedroom. The glossy dark pine finish, along with antique brass pulls, delivers a luxurious styling while achieving a level of sophistication unique to this dresser. - -"
1497,CM7952D,72,Bedroom,Dressers,,,Dresser,Furniture of America Velda II Traditional Dresser,VN,1,65.8,19.6,38,28.4,105.6,"62 3/4""W X 17""D X 34""H",Traditional,,,,0,Velda II,CM7952.jpg,Brown Cherry,Luxurious Baroque Style,Felt-Lined Top Drawers,"Solid Wood, Wood Veneer & Others",Brown Cherry Finish,,,,,,,Add elegance and comfort to your home. The romantic simplicity of this english style bedroom transforms any bedroom. It beautifuly crafted of solid wood and veneer along with a warm cherry finish. Felt-lined top drawers in all the case goods are a bo nus! -
1513,CM7083D,73,Bedroom,Dressers,,,Dresser,Furniture of America Gabrielle II Transitional Dresser,VN,1,62.8,19.8,34,24.4,115.5,"60 1/8""W X 16 7/8""D X 34 3/8""H",Transitional,,,,0,Gabrielle II,CM7083.jpg,Cherry,Elegant European Style,Antique Gold Knobs,"Solid Wood, Wood Veneer & Others",Cherry Finish,,,,,,,Elegant European styling delivers a timeless look and graceful design. Antique gold knobs adorn the exterior while a rich cherry finish completes the overall appearance.  - -
1529,CM7888D,73,Bedroom,Dressers,,,Dresser,Furniture of America Palm Coast Cottage Dresser,VN,1,58,19.3,42.5,27.5,125.4,"56""W X 17""D X 40 1/3""H",Cottage,,,,0,Palm Coast,CM7888.jpg,Light Walnut,Distressed Style,Antique Gold Knobs,"Solid Wood, Wood Veneer & Others",Light Walnut Finish,,,,,,,"Create a feeling of warmth within your home. This classic styled group is crafted with solid woods and veneer in a distressed light walnut finish, featuring antique gold finish knobs and multiple drawers for plenty of storage. - -"
1546,CM7040D,74,Bedroom,Dressers,,,Dresser,Furniture of America GALESBURG Cottage Dresser,VN,1,66.8,20.8,43.5,34.9,169.4,"64 1/8""W X 18""D X 38 1/4""H",Cottage,,,,0,GALESBURG,CM7040.jpg,"White, Oak",Contemporary Style,Cottage-inspired Design,Two-Tone Color,Antique Metal Hardware,"Solid Wood, Wood Veneer, Others",White & Oak Finish,,,,,"Both cottage and contemporary, this dresser combines two styles all into one. It features beautiful contrasting white and oak finish, smooth wood details and antique metal hardware. - -"
1566,CM7811D,74,Bedroom,Dressers,,,Dresser,Furniture of America Landaluce Traditional Dresser,VN,1,67.3,20.5,40.8,32.5,155,"65""W X 18""D X 41""H",Traditional,,,,0,Landaluce,CM7811.jpg,Antique Dark Oak,Traditional Style,Full Extension Drawers,Felt-Lined Top Drawers,"Solid Wood, Wood Veneer & Others",Antique Dark Oak Finish,,,,,,"A unique spin on a traditional design, these case goods have full extension drawers with felt lining on the top drawer. - -"
1589,CM7090D,75,Bedroom,Dressers,,,Dresser,Furniture of America JOHARA Traditional Dresser,VN,1,65.8,22.4,40.1,34.2,200.62,"63 1/4""W X 20""D X 38 1/2""H",Traditional,,,,0,JOHARA,CM7090.jpg,Gold,Luxurious Design,Antique Metal Hardware,Floral Carved Detail,"Solid Wood, Wood Veneer, Others",Gold Finish,,,,,,"You may not have been born royalty but, with this gorgeous bedroom set, you'll be falling asleep in the lap of luxury every night! Boasting beautifully carved wooden details, the dresser complements the fanciful bed with coordinating decorative accen ts and antique-inspired hardware drawer pulls. -"
1605,CM7299D,75,Bedroom,Dressers,,,Dresser,Furniture of America CASTLEWOOD Traditional Dresser,VN,1,67,22,42.3,36,216.05,"64 1/2""W X 19""D X 37 3/4""H",Traditional,,,,0,CASTLEWOOD,CM7299.jpg,Cherry,Traditional Style,Intricate Wooden Carvings,Felt-lined Top Drawers,"Solid Wood, Wood Veneer & Others",Cherry Finish,,,,,,"This opulent design creates an elegant bedroom décor that is complimented with an intricate filigree carvings, cabriole legs, and lions paw feet. Finished in rich cherry with golden brush accents. - -"
1617,CM7587D,76,Bedroom,Dressers,,,Dresser,Furniture of America ARTHUR Traditional Dresser,VN,1,70.8,21.8,43,38.3,198,"68""W X 19""D X 40""H",Traditional,,,,0,ARTHUR,CM7587.jpg,Brown Cherry,Traditional Elegant Style,Metal Side Glides,Felt-lined Top Drawers,"Solid Wood, Wood Veneer & Others",Brown Cherry Finish,,,,,,Grand design accented with rich wood hues and eye-catching wood details. Beautifully accented with one-of-a-kind decorative hardware. - -
1642,CM7670D,77,Bedroom,Dressers,,,Dresser,,VN,1,71.3,25,42.5,43.8,246.92,"68 1/2""W X 21 1/4""D X 41""H",Traditional,"Marble, Solid Wood, Wood Veneer & Others",,,0,,CM7670.jpg,Brown Cherry,Traditional Style,Genuine Marble Top,Felt-Lined Top Drawers,Solid Wood/Wood Veneer/Others,Brown Cherry Finish,,,,,,
1660,CM7671D,78,Bedroom,Dressers,,,Dresser,,VN,1,65,21.5,43.5,35.2,160.93,"62 1/2""W X 18 1/4""D X 38""H",Traditional,"Solid Wood, Wood Veneer & Others",,,0,,CM7671.jpg,Brown Cherry,Traditional Style,Antique Inspired Drawer Pull Handles,Intricate Wooden Carvings,Solid Wood/Wood Veneer/Others,Brown Cherry Finish,,,,,,
1700,CM7711D,79,Bedroom,Dressers,,,Dresser,Furniture of America Esperia Traditional Dresser,VN,1,71.1,20.1,41.8,34.6,213.4,"69""W X 18""D X 42""H",Traditional,,,,0,Esperia,CM7711.jpg,Brown Cherry,Luxurious English Style,Full Extension Drawers,"Solid Wood, Wood Veneer & Others",Brown Cherry Finish,,,,,,,"Make your master suite grand with these English style case goods. This dresser has a bold design which features antique gold hardware, finished in deep brown cherry. - -"
